;USAF;STATION NAME;LAT;LON;ELEV(M);BEGIN;END;REGION
1071;286420;BALANDINO;55.306000000000004;61.503;234.4;19320101;20201118;Челябинская обл.
1072;286450;CHELYABINSK-GOROD;55.15;61.3;237.0;19460311;20201118;Челябинская обл.
1073;286470;MEDVEDEVSKAJA;54.967;60.766999999999996;305.0;19600301;19940521;Челябинская обл.
1074;286550;SUMIHA;55.233000000000004;63.317;178.0;19600106;20180718;Курганская обл.
1075;286590;KURTAMYS;54.917;64.433;158.0;19590101;20020530;Курганская обл.
1076;286610;KURGAN;55.467;65.4;74.0;19320101;20201118;Курганская обл.
1077;286620;LEBJAZJE;55.266999999999996;66.5;135.0;19590101;20020208;Курганская обл.
1078;286630;MORSHIKHA;55.367;67.083;132.0;19610801;19620721;Курганская обл.
1079;286660;MAKUSINO;55.25;67.3;140.0;19530216;20201118;Курганская обл.
1080;286680;POLOVINNOE;54.766999999999996;66.0;152.0;19600101;20010930;Курганская обл.
1081;286730;ILINSKOYE-IN-TYUMEN;55.45;69.317;92.0;19690101;20040820;Тюменская обл.
1082;286740;PETUHOVO;55.1;67.967;136.0;19590101;20050616;Курганская обл.
1083;286960;KALACINSK;55.033;74.583;110.0;19530216;20180725;Омская обл.
1084;286980;OMSK;54.967;73.311;94.8;19320101;20201118;Омская обл.
1085;287040;CULPANOVO;54.5;50.417;78.0;19590101;20201118;Татарстан
1086;287050;CELNO-VERSINY;54.417;51.1;158.0;19611205;20201118;Самарская обл.
1087;287100;RAEVSKY;54.083;54.917;120.0;19590101;20030223;Башкортостан
1088;287110;BUGUL'MA;54.617;52.8;303.0;19460309;20201118;Татарстан
1089;287120;TUIMAZY;54.583;53.733000000000004;135.0;19590101;20020712;Башкортостан
1090;287130;BUZDYAK;54.567;54.516999999999996;171.0;19740820;20000219;Башкортостан
1091;287190;AKSAKOVO;54.016999999999996;54.15;355.9;19590101;20201118;Башкортостан
1092;287220;UFA;54.558;55.873999999999995;136.9;19320101;20201118;Башкортостан
1093;287260;ARHANGELSKOJE;54.4;56.8;168.0;19590101;20010711;Башкортостан
1094;287300;TIRJANSKI;54.2;58.567;533.0;19590901;20040717;Башкортостан
1095;287360;UCALY;54.333;59.516999999999996;525.0;19740821;20030214;Башкортостан
1096;287410;MIRNII;54.55;60.3;319.0;19930201;20011231;Челябинская обл.
1097;287450;JUZNO-URALSK;54.45;61.25;217.0;19740820;19940422;Челябинская обл.
1098;287470;PETROPAVLOVSKIJ ZER;54.016999999999996;60.117;314.0;20011119;20020503;Челябинская обл.
1099;287480;TROIZK;54.083;61.617;192.0;19460312;20201118;Челябинская обл.
1100;287520;POLOVINNOJE;54.7;63.833;217.0;19740820;20041202;Курганская обл.
1101;287540;OKTJABRSKI;54.4;62.733000000000004;168.0;19590101;20010519;Челябинская обл.
1102;287550;UST-UJSKOJE;54.266999999999996;63.95;104.0;19530216;20010831;Курганская обл.
1103;287560;ZVERINOGOLOVSKOE;54.467;64.867;117.0;19590803;20180718;Курганская обл.
1104;287854;ABAKAN;53.74;91.385;253.3;19990114;20201118;Хакасия
1105;287910;SERBAKUL';54.633;72.433;115.0;19610215;20180725;Омская обл.
1106;287970;ODESSKOE;54.2;72.967;125.0;19480101;20201118;Омская обл.
1107;287980;PAVLOGRADKA;54.2;73.55;125.0;19860101;20030227;Омская обл.
1108;287990;CERLAK;54.167;74.8;115.0;19480101;20201118;Омская обл.
1109;288010;KRASNOE POSELENIE;53.967;50.367;65.0;19590101;20020519;Самарская обл.
1110;288060;BUGURUSLAN;53.617;52.45;92.0;19361231;20201118;Оренбургская обл.
1111;288070;SAMARA (SNYSLJAEVKA);53.25;50.45;40.0;19961001;20131223;Самарская обл.
1112;288080;KROTOVKA;53.283;51.167;45.0;19590926;20021101;Самарская обл.
1113;288150;ABDULINO;53.7;53.65;164.0;19620401;20020822;Оренбургская обл.
1114;288230;TUKAN;53.833;57.516999999999996;548.0;19610901;20031105;Башкортостан
1115;288250;STERLITAMAK;53.583;55.934;137.0;19460309;20201118;Башкортостан
1116;288270;STERLIBASEVO;53.467;55.266999999999996;279.0;19740820;20020120;Башкортостан
1117;288290;VERKHNIY AVZYAN;53.516999999999996;54.067;457.0;19850701;20020809;Башкортостан
1118;288310;BELORECK;53.967;58.35;568.1;19530216;20010903;Башкортостан
1119;288330;VERHNEURAL'SK;53.883;59.2;403.0;19320101;19950626;Челябинская обл.
1120;288360;FERSHAMPENUAZ;53.516999999999996;59.8;350.0;19610804;20020504;Челябинская обл.
1121;288380;MAGNITOGORSK;53.35;59.083;384.0;19351231;20201118;Челябинская обл.
1122;288440;BORODINOVSKIY;53.533;60.766999999999996;280.0;19740820;20040918;Челябинская обл.
1123;288950;RUSSKAJA POLIANA;53.783;73.883;125.0;19570701;20050630;Омская обл.
1124;289000;KURUMOCH;53.505;50.163999999999994;145.4;19460101;20201118;Самарская обл.
1125;289010;BEZYMYANKA;53.233000000000004;50.167;136.0;19361231;19371231;Самарская обл.
1126;289060;BUZULUK;52.783;52.283;75.0;19800715;20050728;Оренбургская обл.
1127;289080;AVANGARD ZERNOSOVHOZ;52.617;51.283;88.0;19611205;20201118;Самарская обл.
1128;289090;BUZULUK;52.817;52.217;80.0;19530216;20180725;Оренбургская обл.
1129;289120;ROMANOVKA;53.033;54.067;149.0;19611205;20020731;Оренбургская обл.
1130;289160;SARLYK;52.933;54.75;190.0;19591201;20201118;Оренбургская обл.
1131;289250;MELEUZ;52.917;55.917;180.0;19530216;20050629;Башкортостан
1132;289270;JERMOLAJEVO;52.717;55.8;247.0;19630603;20010726;Башкортостан
1133;289380;KIZILSKOJE;52.733000000000004;58.9;316.0;19590101;20010608;Челябинская обл.
1134;289390;KALININSK;52.5;59.7;381.0;19590101;19970218;Челябинская обл.
1135;289410;KARTALY;53.05;60.667;301.0;19590101;20030306;Челябинская обл.
1136;290160;MURASOVA;59.516999999999996;79.517;39.0;19620401;19631231;Томская обл.
1137;290230;NAPAS;59.85;81.95;76.0;19480101;20201118;Томская обл.
1138;290370;BEREZOVKA;59.383;82.833;68.0;19530216;20071106;Томская обл.
1139;290590;ALEKSANDROVSKIJ SHLYUZ;59.433;89.28299999999999;102.2;19591101;20201118;Красноярский край
1140;290680;NAZIMOVO;59.5;90.928;67.0;19590101;20201118;Красноярский край
1141;290750;CHIRIMBA-IN-KRASNOY;59.717;93.43299999999999;454.0;19590101;19880419;Красноярский край
1142;291030;KATYLGA;59.067;76.733;69.0;19530216;19950423;Томская обл.
1143;291110;SREDNY VASJUGAN;59.217;78.233;69.0;19480101;20201118;Томская обл.
1144;291220;KARGASOK;59.05;80.833;57.0;19480101;20201118;Томская обл.
1145;291280;PARABEL';58.7;81.5;63.0;19530216;20020531;Томская обл.
1146;291490;STEPANOVKA;58.633;86.73299999999998;105.0;19570702;20201118;Томская обл.
1147;291980;KLIMINO-IN-KRASNOY;58.633;98.73299999999999;150.0;19530901;19891020;Красноярский край
1148;292020;GRABTSOVY;58.35;76.383;90.0;19530216;19570630;Томская обл.
1149;292030;NOVYJ VASYUGAN;58.583;76.517;80.0;19570718;20201118;Томская обл.
1150;292090;MAJSK;57.8;77.217;99.0;19480101;20201118;Томская обл.
1151;292240;STARICA;58.133;80.583;80.0;19550108;19960503;Томская обл.
1152;292310;KOLPASEVO;58.317;82.95;75.0;19320101;20201118;Томская обл.
1153;292330;RYBINSK TOMSKAYA;58.383;84.75;72.0;19530216;19601105;Томская обл.
1154;292410;PALOCKA;58.383;84.6;81.0;19600218;19960418;Томская обл.
1155;292470;BATURINO;57.75;85.2;90.0;19600424;20000209;Томская обл.
1156;292530;LOSINOBORSKOE;58.45;89.46700000000001;133.0;19530216;20201118;Красноярский край
1157;292630;JENISEJSK;58.45;92.15;78.0;19320101;20201118;Красноярский край
1158;292650;MAKOVSKOYE;59.2;90.9;162.0;19610101;19891008;Красноярский край
1159;292740;STRELKA;58.083;93.0;90.0;19590101;20201118;Красноярский край
1160;292760;MOTYGINO;58.183;94.75;161.1;19600103;20201118;Красноярский край
1161;292820;BOGUCANY;58.383;97.45;133.0;19530216;20201118;Красноярский край
1162;292890;GONDA;57.85;97.4;378.0;19590101;20020724;Красноярский край
1163;293130;PUDINO;57.533;79.431;97.0;19480101;20201118;Томская обл.
1164;293280;BAKCHAR;57.0;82.06700000000002;110.0;19480101;20201118;Томская обл.
1165;293320;MOLCHANOVO;57.583;83.78299999999999;114.0;19530216;20201118;Томская обл.
1166;293350;ZHUKOVA;57.383;83.917;106.0;19550113;19580417;Томская обл.
1167;293480;PERVOMAJSKOE;57.067;86.21700000000001;114.0;19480101;20201118;Томская обл.
1168;293550;TUTALO-CULYM RIVER;57.45;88.46700000000001;140.0;19600105;19960121;Томская обл.
1169;293560;CHINDAT-IN-KRASNOY;57.367;89.31700000000002;150.0;19480101;19890830;Красноярский край
1170;293630;PIROVSKOE;57.633;92.26700000000001;179.0;19480101;20201118;Красноярский край
1171;293650;PLATONOVKA;57.266999999999996;91.167;221.0;19590101;19600906;Красноярский край
1172;293670;NOVOBIRILYUSSY;56.967;90.68299999999999;180.6;19530216;20201118;Красноярский край
1173;293740;KAZACHINSKOE;57.683;93.26700000000001;92.9;19590101;20201118;Красноярский край
1174;293760;TASEYEVO          &;57.217;94.917;147.0;19530804;19890323;Красноярский край
1175;293790;TASEEVO;57.2;94.55;168.0;19870701;20201118;Красноярский край
1176;293820;MOLCHANOVO;57.583;83.78299999999999;128.0;19480101;19530215;Томская обл.
1177;293930;CHERVYANKA;57.65;99.53299999999999;220.5;19530216;20201118;Иркутская обл.
1178;294010;SEDELNIKOVO;56.95;75.3;90.0;19600424;19970728;Омская обл.
1179;294050;KYSTOVKA;56.6;76.567;116.0;19480101;20201118;Новосибирская обл.
1180;294070;MUROMCEVO;56.383;75.25;87.0;19600708;19900123;Омская обл.
1181;294180;SEVERNOE;56.35;78.35;126.0;19480101;20201118;Новосибирская обл.
1182;294300;TOMSK;56.5;84.917;139.0;19320101;20201118;Томская обл.
1183;294330;MALOBRAGINO;56.867;84.367;81.0;19540207;19630105;Томская обл.
1184;294560;TJUHTET;56.533;89.31700000000002;205.0;19530216;20201118;Красноярский край
1185;294640;BOL'SOJ ULUJ;56.65;90.55;231.0;19460131;20201118;Красноярский край
1186;294670;ACHINSK;56.283;90.51700000000001;257.2;19530216;20201118;Красноярский край
1187;294710;BOL'SHAJA MURTA;56.9;93.133;180.0;19480101;20201118;Красноярский край
1188;294770;SUHOBUZIMSKOE;56.5;93.28299999999999;164.0;19610303;20201118;Красноярский край
1189;294810;DZERZHINSKOE;56.85;95.21700000000001;188.0;19480101;20201118;Красноярский край
1190;294830;DOLGIY MOST;56.766999999999996;96.8;257.0;19590101;19880502;Красноярский край
1191;294850;ABAN;56.683;96.05;244.5;20120328;20201118;Красноярский край
1192;294980;SITKINO;56.35;98.367;221.0;19480102;20070227;Иркутская обл.
1193;295240;KRESCHENKA;55.85;80.033;129.0;19530216;20201118;Новосибирская обл.
1194;295320;KOZEVNIKOVO;56.25;84.0;113.0;19530216;20010621;Томская обл.
1195;295340;PIHTOVKA;55.983000000000004;82.7;127.0;19480101;19911118;Новосибирская обл.
1196;295390;BOLOTNOE;55.667;84.4;193.0;19530216;20030127;Новосибирская обл.
1197;295400;ANZERO-SUDZENSK;56.117;86.0;259.0;19530216;19951120;Кемеровская обл.
1198;295410;TAJGA;56.067;85.617;251.0;19530216;19970518;Кемеровская обл.
1199;295420;JAJA;56.2;86.43299999999998;139.0;19480101;19530215;Кемеровская обл.
1200;295480;BARZAS;55.717;86.3;208.0;19530218;19970705;Кемеровская обл.
1201;295510;MARIINSK;56.183;87.68299999999998;144.0;19530216;20201118;Кемеровская обл.
1202;295520;TJAZIN;56.117;88.51700000000002;222.0;19530216;20070226;Кемеровская обл.
1203;295530;BOGOTOL;56.217;89.55;290.0;19460102;20201118;Красноярский край
1204;295570;TISUL';55.75;88.31700000000002;211.0;19530216;20180725;Кемеровская обл.
1205;295580;GGP KATEK;55.533;89.2;318.8;20120328;20201118;Красноярский край
1206;295590;SHARYPOV;55.55;89.23299999999998;274.0;19840314;20011226;Красноярский край
1207;295610;NAZAROVO;56.033;90.31700000000001;255.9;20120328;20201118;Красноярский край
1208;295620;KEMCHUG;56.1;91.667;332.0;19590101;20201118;Красноярский край
1209;295630;KACA;56.117;92.2;479.0;20051018;20201118;Красноярский край
1210;295660;SHUMIHA;55.933;92.28299999999999;274.5;20120328;20201118;Красноярский край
1211;295670;KRUTOYARSKIY;55.783;90.133;371.0;19590101;19871230;Красноярский край
1212;295700;KRASNOJARSK OPYTNOE POLE;56.067;92.73299999999999;234.6;19960701;20160225;Красноярский край
1213;295710;MININO;56.067;92.73299999999999;234.6;20120328;20201118;Красноярский край
1214;295720;EMEL' YANOVO;56.183;92.6;206.7;20070226;20070226;Красноярский край
1215;295740;KRASNOJARSK;56.0;92.883;277.0;19320101;19960416;Красноярский край
1216;295750;SOROKINO;55.883;93.383;338.0;19460108;19530214;Красноярский край
1217;295760;UJAR;55.817;94.3;375.0;19530216;20201118;Красноярский край
1218;295780;SHALINSKOE;55.717;93.75;399.2;19590101;20201118;Красноярский край
1219;295800;SOLYANKA;56.167;95.26700000000001;357.2;20120328;20201118;Красноярский край
1220;295810;KANSK;56.2;95.633;207.0;19320106;20201118;Красноярский край
1221;295830;KLYUCHI-IN-KRASNOY;56.117;97.31700000000001;338.0;19530216;20011110;Красноярский край
1222;295870;IRBEJSKOE;55.633;95.46700000000001;252.0;19530216;20201118;Красноярский край
1223;295900;NOVOCUNSKOE;56.15;99.3;265.0;19590101;20090415;Иркутская обл.
1224;295940;TAJSHET;55.95;98.0;307.0;19530906;20201118;Иркутская обл.
1225;295980;ALZAMAY;55.55;98.667;295.0;19530216;19540225;Иркутская обл.
1226;296020;CHANY;55.3;76.75;111.0;19530218;20201118;Новосибирская обл.
1227;296050;TATARSK;55.2;76.01899999999998;112.0;19480101;20201118;Новосибирская обл.
1228;296120;BARABINSK;55.333;78.308;120.0;19320102;20201118;Новосибирская обл.
1229;296130;UBINSKOE;55.3;79.617;140.0;19480101;20020109;Новосибирская обл.
1230;296220;PENKI-IN-NOVOSIBIR;55.483000000000004;81.6;146.0;19530216;20020111;Новосибирская обл.
1231;296250;CULYM;55.1;80.967;140.0;19530216;20180725;Новосибирская обл.
1232;296260;KOCENEVO;55.016999999999996;82.23299999999998;159.0;19480101;19950703;Новосибирская обл.
1233;296300;LENINSKIY;55.167;83.133;220.0;19620601;19631211;Новосибирская обл.
1234;296310;KOLYVAN';55.3;82.75;137.0;19530216;20201118;Новосибирская обл.
1235;296320;MOSKOVO;55.3;83.6;215.0;19530216;20020102;Новосибирская обл.
1236;296340;TOLMACHEVO;55.01300000000001;82.65100000000002;111.3;19320101;20201118;Новосибирская обл.
1237;296360;TOGUCHIN;55.233000000000004;84.4;173.0;19480101;20201118;Новосибирская обл.
1238;296380;NOVOSIBIRSK (OGOURTSOVO);54.9;82.95;133.0;20040803;20201118;Новосибирская обл.
1239;296390;KOURAK;54.833;84.7;195.0;19530908;19631115;Новосибирская обл.
1240;296420;KEMEROVO;55.27;86.10700000000001;263.0;19460101;20201118;Кемеровская обл.
1241;296450;KEMEROVO CGMS;55.25;86.21700000000001;148.0;20090225;20201118;Кемеровская обл.
1242;296490;KRAPIVINO;55.0;86.8;151.0;19530219;19960627;Кемеровская обл.
1243;296530;UZUR;55.3;89.81700000000002;387.0;19480101;20201118;Красноярский край
1244;296540;CENTRAL'NYJ RUDNIK;55.217;87.65;495.0;19530216;20201118;Кемеровская обл.
1245;296580;ORDZHONIKIDZEVSKIY;54.766999999999996;88.96700000000001;610.0;19740429;19891026;Хакасия
1246;296620;BALAHTA;55.383;91.617;321.0;19480101;20201118;Красноярский край
1247;296630;DERBINO;55.367;92.3;221.0;19570711;19631231;Красноярский край
1248;296640;SVETLOLYUBOVO;55.083;90.85;325.3;19590101;20201118;Красноярский край
1249;296650;LEGOATAYEVO;55.133;91.03299999999999;327.0;19530216;19581030;Красноярский край
1250;296750;KOLBA;55.083;93.367;477.0;19530216;20121031;Красноярский край
1251;296760;AGINSKOE;55.25;94.883;337.0;19480101;20201118;Красноярский край
1252;296980;NIZNE-UDINSK;54.883;99.03299999999999;410.0;19320104;20201118;Иркутская обл.
1253;297010;LJUBIMOVKA;54.667;75.1;111.0;19601201;19950411;Омская обл.
1254;297020;CISTOOZERNOJE;54.717;76.717;111.0;19590101;20030301;Новосибирская обл.
1255;297060;KUPINO;54.367;77.283;115.0;19480101;20201118;Новосибирская обл.
1256;297120;ZDVINSK;54.7;78.667;113.0;19530216;20201118;Новосибирская обл.
1257;297160;DOVOLNOYE;54.483000000000004;79.667;132.0;19590101;19620502;Новосибирская обл.
1258;297220;UZANIHA;54.667;81.05;175.0;19530418;20021120;Новосибирская обл.
1259;297240;KOCHKI;54.333;80.467;160.0;19530216;20201118;Новосибирская обл.
1260;297260;ORDYNSKOE;54.367;81.883;132.0;19480101;20201118;Новосибирская обл.
1261;297350;POSEVNAJA;54.3;83.314;293.0;19530216;19980722;Новосибирская обл.
1262;297360;MASLJANINO;54.333;84.21700000000001;198.0;19480101;20201118;Новосибирская обл.
1263;297420;KOLCHUGINO;54.667;86.18299999999998;276.0;19320103;19631231;Кемеровская обл.
1264;297450;BELOVO;54.45;86.367;226.0;19530216;20050117;Кемеровская обл.
1265;297490;ZHERNOVO;54.15;87.31700000000002;291.0;19530219;19631221;Кемеровская обл.
1266;297520;NENASTNAYA;54.75;88.81700000000002;1183.0;19530302;20201118;Хакасия
1267;297560;SIRA;54.5;89.93299999999998;475.0;19460101;20180216;Хакасия
1268;297590;KOMMUNAR;54.333;89.28299999999999;847.0;19590101;20201118;Хакасия
1269;297620;KHAKASSKIY;54.6;90.93299999999999;281.0;19590101;19621209;Хакасия
1270;297660;IDRINSKOE;54.367;92.133;282.0;19480101;20201118;Красноярский край
1271;297680;LEBYAZH'E;54.2;91.583;252.8;20120330;20201118;Красноярский край
1272;297710;SHCHETINKINO;55.35;92.1;804.3;20120330;20201118;Красноярский край
1273;297720;ARTEMOVSK;54.367;93.43299999999999;479.3;19530216;20201118;Красноярский край
1274;297890;VERHNJAJA GUTARA;54.217;96.96700000000001;984.0;19530216;20201118;Иркутская обл.
1275;297940;BIRJUSA;54.383;97.78299999999999;802.0;19590102;20010529;Иркутская обл.
1276;298130;KRASNOOZERSK;53.967;79.233;144.0;19530218;20180725;Новосибирская обл.
1277;298140;KARASUK;53.733000000000004;78.017;115.0;19530216;20201118;Новосибирская обл.
1278;298160;HABARY;53.617;79.55;138.0;19530216;20021222;Алтайский край
1279;298220;KAMEN'-NA-OBI;53.817;81.267;129.0;19460101;20180725;Алтайский край
1280;298270;BAEVO;53.266999999999996;80.767;122.0;19530218;20201118;Алтайский край
1281;298320;TALMENKA;53.817;83.583;144.0;19530216;20090627;Алтайский край
1282;298360;SOROKINO;53.75;84.95;221.0;19530216;20011027;Алтайский край
1283;298370;SELABOLIHA;53.4;82.6;170.0;19570701;20020828;Алтайский край
1284;298380;BARNAUL;53.364;83.539;255.1;19320101;20201118;Алтайский край
1285;298430;BAYDAYEVKA;53.766999999999996;87.23299999999998;213.0;19350329;19550630;Кемеровская обл.
1286;298460;NOVOKUZNETSK;53.733000000000004;87.18299999999998;308.0;19550701;20170615;Кемеровская обл.
1287;298480;TOGUL;53.467;85.917;272.0;19480101;20090627;Алтайский край
1288;298490;KUZEDEEVO;53.333;87.167;293.0;19530216;19970328;Кемеровская обл.
1289;298540;MEZDURECENSK;53.683;88.05;242.0;19600102;19961116;Кемеровская обл.
1290;298550;TEBA;53.633;88.56700000000002;304.0;19730101;20050108;Кемеровская обл.
1291;298560;ASUK;53.633;89.45;783.0;19610509;19620823;Хакасия
1292;298580;NEOZIDANNIJ PRIISK;53.283;89.167;527.0;19530216;20090523;Хакасия
1293;298620;HAKASSKAJA;53.766999999999996;91.31700000000001;256.0;19960701;20070328;Хакасия
1294;298640;UYBAT;53.717;90.367;525.0;19480101;20201118;Хакасия
1295;298650;ABAKAN;53.75;91.4;245.0;19330215;20011024;Хакасия
1296;298660;MINUSINSK;53.717;91.7;254.5;19320213;20201118;Красноярский край
1297;298690;ERMAKOVSKOE;53.3;92.417;298.0;19480101;20201118;Красноярский край
1298;298700;KURAGINO;53.883;92.667;284.0;19590222;20030512;Красноярский край
1299;298710;BEREZOVSKOYE;53.933;92.8;311.0;19530216;19620508;Красноярский край
1300;298740;KARATUZSKOE;53.583;92.883;319.7;20120330;20201118;Красноярский край
1301;298760;KAZYR;53.683;94.2;446.1;19590101;20201118;Красноярский край
1302;298920;HADAMA;53.95;98.81700000000001;705.0;19530218;20201118;Иркутская обл.
1303;298940;ALYGDZER;53.633;98.21700000000001;918.0;19480101;20010926;Иркутская обл.
1304;299150;SLAVGOROD;52.967;78.65;126.0;19480101;20201118;Алтайский край
1305;299230;REBRIHA;53.067;82.3;219.0;19530216;20191225;Алтайский край
1306;299250;ZAVYALOVO-IN-ALTAY;52.833;80.95;165.0;19530216;20011104;Алтайский край
1307;299370;ALEJSKAJA;52.516999999999996;82.76700000000002;175.0;19480101;20201118;Алтайский край
1308;299390;BIJSK ZONAL'NAYA;52.667;84.917;225.0;19320101;20201118;Алтайский край
1309;299460;KONDOMA;52.867;87.28299999999999;354.0;19530216;20050627;Кемеровская обл.
1310;299550;UST-KABIRZA;52.817;88.45;416.0;19690101;19950715;Кемеровская обл.
1311;299560;TASTYP;52.8;89.917;455.0;19480101;20201118;Хакасия
1312;299620;BEJA;53.05;90.917;469.0;19530216;20181106;Хакасия
1313;299630;RAZYEZZHEYE;53.117;92.45;326.0;19590101;20150624;Красноярский край
1314;299730;VERHNI AMIL;53.133;94.46700000000001;765.0;19590901;19960405;Красноярский край
1315;299740;OLEN' YA RECHKA;52.8;93.23299999999999;1398.5;19361231;20201118;Красноярский край
1316;299980;ORLIK;52.5;99.81700000000001;1376.0;19970101;20201118;Бурятия
1317;299990;ORLIK (MTN STN);52.5;99.81700000000001;1570.0;19480105;19990910;Бурятия
1318;300140;CEMDALSK;59.75;103.3;277.0;19591101;20110316;Красноярский край
1319;300280;IKA;59.283;106.167;352.0;19530216;20201118;Иркутская обл.
1320;300370;NEPA;59.25;108.23299999999999;323.0;19550701;20010528;Иркутская обл.
1321;300540;VITIM;59.45;112.583;190.0;19340805;20201118;Саха (Якутия)
1322;300740;MACHA;59.933;117.6;163.8;19590901;20201118;Саха (Якутия)
1323;300890;DZHIKIMDA;59.016999999999996;121.76700000000001;175.0;19590101;20201118;Саха (Якутия)
1324;301020;KEZMA;58.967;101.083;185.0;19370101;19960309;Красноярский край
1325;301170;UST-ILIMSK;58.2;102.75;401.0;19530216;20020421;Иркутская обл.
1326;301270;TOKMA;58.233000000000004;105.73299999999999;438.8;19570701;20201118;Иркутская обл.
1327;301360;ICHERA;58.55;109.76700000000001;234.0;19480101;19840513;Иркутская обл.
1328;301380;CECUJSK;58.1;108.68299999999999;245.0;19530216;20020501;Иркутская обл.
1329;301390;PUSHCHINA;58.183;109.333;240.0;19811101;19890717;Иркутская обл.
1330;301420;VIZIRNYJ;58.883;111.25;227.0;19530216;20140831;Иркутская обл.
1331;301510;VORONCOVKA;58.85;112.9;203.0;19480101;20040630;Иркутская обл.
1332;301570;MAMA;58.317;112.867;224.0;19530216;20201118;Иркутская обл.
1333;301650;SVETLY;58.417;116.01700000000001;422.5;19550322;20150917;Иркутская обл.
1334;301730;TYANYA;59.0;119.8;198.5;19590102;20201118;Саха (Якутия)
1335;301770;...;58.083;118.25;457.2;19620805;19630324;Забайкальский край
1336;301980;SUON-TIT;58.067;123.71700000000001;416.8;19600108;20201118;Саха (Якутия)
1337;302190;MAKSIMOVO;57.1;105.0;354.0;19560101;20010529;Иркутская обл.
1338;302290;VERHNE-MARKOVO;57.333;107.06700000000001;271.0;19530216;19950619;Иркутская обл.
1339;302300;KIRENSK;57.766999999999996;108.06700000000001;258.0;19320101;20201118;Иркутская обл.
1340;302460;GORNO-CUJSKI;57.667;111.667;332.0;19550310;20010511;Иркутская обл.
1341;302520;MAMAKAN;57.817;114.01700000000001;249.0;20051229;20201118;Иркутская обл.
1342;302530;BODAJBO;57.85;114.2;278.0;19480101;20051228;Иркутская обл.
1343;302550;MAMAKAN;57.8;114.083;532.0;19690101;20010704;Иркутская обл.
1344;302630;NICATKA;57.833;117.667;562.0;19600114;20020112;Забайкальский край
1345;303070;BRATSK;56.367;101.7;489.0;20040706;20090225;Иркутская обл.
1346;303090;BRATSK;56.371;101.698;490.7;19340202;20201118;Иркутская обл.
1347;303120;ILIMSK;56.766999999999996;103.833;274.9;19530216;19730626;Иркутская обл.
1348;303170;ZAJARSK;56.2;102.833;427.0;19731213;20080115;Иркутская обл.
1349;303200;UST'-KUT;56.867;105.7;669.0;19530216;20001025;Иркутская обл.
1350;303210;USTKUT SOUTHWEST;56.75;105.48299999999999;596.0;19480101;19520629;Иркутская обл.
1351;303230;UST' KUT;56.8;105.8;325.7;20120425;20201118;Иркутская обл.
1352;303280;ORLINGA;56.05;105.833;338.0;19530216;20201118;Иркутская обл.
1353;303370;KAZACHINSK;56.317;107.617;362.0;19480101;20201118;Иркутская обл.
1354;303560;ULON-MAKIT;56.367;114.633;516.0;19730102;20010528;Бурятия
1355;303640;MUJA;56.5;115.667;474.0;19480101;20020218;Бурятия
1356;303720;CHARA;56.9;118.26700000000001;711.0;19480101;20201118;Забайкальский край
1357;303740;BOLSAJA-LEPRINDA;56.65;117.56700000000001;1000.0;19550304;20020321;Забайкальский край
1358;303790;KATUGINO;56.0;119.45;996.0;19580219;20010528;Забайкальский край
1359;303850;UST'-NJUKZHA;56.583;121.48299999999999;426.0;19530223;20201118;Амурская обл.
1360;303930;CULMAN/NERIUGRI;56.833;124.867;859.0;19480101;20201118;Саха (Якутия)
1361;304050;TANGUJ;55.383;101.03299999999999;423.0;19480101;20201118;Иркутская обл.
1362;304060;ARTUMEJ;55.617;102.31700000000001;448.0;19730128;20010925;Иркутская обл.
1363;304120;KOCHENGA-IN-IRKUT;55.917;104.06700000000001;325.0;19590104;19790527;Иркутская обл.
1364;304130;JASACNAJA;55.833;104.23299999999999;331.0;19790601;20021011;Иркутская обл.
1365;304240;GOLOVSKOE;55.483000000000004;105.48299999999999;372.0;19370109;19951220;Иркутская обл.
1366;304300;ONOKOCHAN SOUTH;55.533;109.18299999999999;453.0;19530216;19600527;Бурятия
1367;304320;GOUJOKIT;55.717;109.06700000000001;676.0;19600713;20020315;Бурятия
1368;304330;NIZHNEANGARSK;55.783;109.55;487.0;19480101;20201118;Бурятия
1369;304340;TUKOLON;55.4;107.71700000000001;457.0;19590101;19590921;Иркутская обл.
1370;304360;BAYKALSKOYE;55.367;109.18299999999999;478.0;19590115;19740303;Бурятия
1371;304370;KARAM;55.15;107.617;497.0;19600621;20050312;Иркутская обл.
1372;304390;TOMPA;55.117;109.75;465.0;19530216;20201118;Бурятия
1373;304550;UAKIT;55.467;113.617;1097.0;19480101;20201118;Бурятия
1374;304570;BAUNT;55.266999999999996;113.133;1078.0;19530216;20030328;Бурятия
1375;304610;TILISMA;55.8;115.43299999999999;830.0;19590101;20010528;Бурятия
1376;304690;KALAKAN;55.117;116.76700000000001;613.0;19370402;20141112;Забайкальский край
1377;304710;SREDNIJ KALAR;55.867;117.367;750.0;19530216;20010528;Забайкальский край
1378;304730;IMENI ODINNADTSATOGO;55.9;119.6;1080.0;19480105;19580219;Забайкальский край
1379;304840;SREDNJAJA OLEKMA;55.433;120.667;531.0;19570702;20010528;Забайкальский край
1380;304930;NAGORNYJ;55.967;124.883;861.0;19361231;20201118;Саха (Якутия)
1381;304970;UST-URKIMA;55.3;123.167;522.0;19690101;20020924;Амурская обл.
